GX 304-1 (4U 1258-613) Swift/BAT, flux 20-35, flux 35-75, flux 75-150
 53355.00000,  0.0014,  0.0047,  0.0064,  0.0063, -0.0044,  0.0176
 53356.00000,  0.0055,  0.0033, -0.0015,  0.0043, -0.0130,  0.0121
 53357.00000,  0.0030,  0.0052, -0.0070,  0.0065,  0.0129,  0.0187
 53358.00000, -0.0055,  0.0039,  0.0047,  0.0050, -0.0051,  0.0146
 53359.00000, -0.0084,  0.0023, -0.0049,  0.0029, -0.0054,  0.0085
 53360.00000,  0.0028,  0.0036, -0.0016,  0.0046, -0.0013,  0.0118
 53361.00000, -0.0027,  0.0040, -0.0022,  0.0051,  0.0060,  0.0133
 53362.00000,  0.0138,  0.0047,  0.0045,  0.0057, -0.0118,  0.0151
 53363.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53364.00000,  0.0123,  0.0062,  0.0186,  0.0080,  0.0039,  0.0210
 53365.00000,  0.0099,  0.0057, -0.0021,  0.0072,  0.0194,  0.0195
 53366.00000, -0.0187,  0.0092, -0.0028,  0.0110,  0.0311,  0.0278
 53367.00000,  0.0136,  0.0048,  0.0072,  0.0062,  0.0005,  0.0164
 53368.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53369.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53370.00000,  0.0108,  0.0030,  0.0031,  0.0039, -0.0105,  0.0111
 53371.00000,  0.0007,  0.0021, -0.0034,  0.0028, -0.0274,  0.0082
 53372.00000, -0.0012,  0.0027,  0.0001,  0.0036, -0.0148,  0.0104
 53373.00000,  0.0027,  0.0024, -0.0016,  0.0031,  0.0166,  0.0088
 53374.00000,  0.0032,  0.0037, -0.0082,  0.0049,  0.0083,  0.0144
 53375.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53376.00000,  0.0102,  0.0183, -0.0721,  0.0240,  0.0976,  0.0800
 53377.00000,  0.0027,  0.0024, -0.0016,  0.0031,  0.0038,  0.0087
 53378.00000, -0.0028,  0.0033, -0.0023,  0.0042, -0.0435,  0.0121
 53379.00000, -0.0011,  0.0028, -0.0005,  0.0035, -0.0103,  0.0100
 53380.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53381.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53382.00000, -0.0037,  0.0037, -0.0037,  0.0050,  0.0047,  0.0140
 53383.00000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
 53384.00000, -0.0055,  0.0049,  0.0012,  0.0063, -0.0022,  0.0205
 53385.00000,  0.0041,  0.0020,  0.0011,  0.0026,  0.0172,  0.0072
 53386.00000, -0.0023,  0.0027,  0.0059,  0.0036,  0.0038,  0.0101
 53387.00000,  0.0018,  0.0026, -0.0045,  0.0034, -0.0018,  0.0096
 53388.00000,  0.0007,  0.0089, -0.0017,  0.0116, -0.0371,  0.0320
 53389.00000, -0.0006,  0.0027,  0.0022,  0.0035, -0.0106,  0.0097
 53390.00000,  0.0172,  0.0133, -0.0430,  0.0166,  0.0110,  0.0453
 53391.00000,  0.0139,  0.0032,  0.0004,  0.0039,  0.0198,  0.0101
 53392.00000,  0.0089,  0.0023,  0.0040,  0.0029, -0.0234,  0.0074
 53393.00000,  0.0007,  0.0023,  0.0020,  0.0028,  0.0126,  0.0072
 53394.00000, -0.0002,  0.0026,  0.0023,  0.0033,  0.0078,  0.0083
 53395.00000,  0.0046,  0.0035, -0.0022,  0.0044, -0.0072,  0.0121
 53396.00000, -0.0355,  0.0180,  0.0044,  0.0234,  0.0274,  0.0626
 53397.00000,  0.0210,  0.0050, -0.0027,  0.0061,  0.0336,  0.0178
 53398.00000, -0.0181,  0.0027, -0.0030,  0.0032,  0.0037,  0.0087
 53399.00000, -0.0204,  0.0036, -0.0056,  0.0044,  0.0022,  0.0117
 53400.00000, -0.0124,  0.0116,  0.0235,  0.0131,  0.0183,  0.0323
 53401.00000, -0.0117,  0.0077,  0.0127,  0.0089,  0.0427,  0.0233
 53402.00000,  0.0091,  0.0029, -0.0010,  0.0036,  0.0149,  0.0094
 53403.00000, -0.0003,  0.0048,  0.0120,  0.0058,  0.0508,  0.0158
 53404.00000, -0.0012,  0.0026,  0.0049,  0.0031, -0.0224,  0.0085
 53405.00000, -0.0030,  0.0028, -0.0009,  0.0035, -0.0046,  0.0100
 53406.00000, -0.0001,  0.0033,  0.0029,  0.0041,  0.0096,  0.0118
 53407.00000,  0.0077,  0.0037,  0.0126,  0.0046, -0.0136,  0.0135
 53408.00000,  0.0009,  0.0040, -0.0024,  0.0051, -0.0206,  0.0143
 53409.00000,  0.0062,  0.0032,  0.0086,  0.0040,  0.0068,  0.0112
