SAX J2103.5+4545 CGRO/BATSE, flux 20-40, flux 40-70, flux 70-160
 48407.51755, -0.0250,  0.0300,  0.0020,  0.0280,  0.0110,  0.0280
 48408.49050, -0.0170,  0.0300,  0.0500,  0.0270,  0.0670,  0.0280
 48409.49587,  0.0790,  0.0300,  0.0470,  0.0290,  0.0280,  0.0300
 48410.49383, -0.0140,  0.0290, -0.0490,  0.0270, -0.0790,  0.0280
 48411.50654,  0.0390,  0.0300,  0.0530,  0.0280,  0.0130,  0.0290
 48412.50429, -0.0050,  0.0320,  0.0130,  0.0300, -0.0390,  0.0310
 48413.54189, -0.0090,  0.0380, -0.0170,  0.0350, -0.0500,  0.0360
 48415.51965, -0.0610,  0.0420, -0.1570,  0.0380, -0.0660,  0.0390
 48416.50062, -0.1150,  0.0680,  0.0440,  0.0600, -0.0440,  0.0630
 48421.55997,  0.0250,  0.0680,  0.0070,  0.0610, -0.0750,  0.0630
 48422.86780, -0.0330,  0.0660, -0.0310,  0.0530,  0.0280,  0.0600
 48423.47402, -0.0090,  0.0320, -0.0290,  0.0250, -0.0610,  0.0280
 48424.52136,  0.0540,  0.0300,  0.0130,  0.0240,  0.0010,  0.0270
 48425.48633,  0.0560,  0.0290,  0.0130,  0.0230, -0.0060,  0.0260
 48426.50748,  0.0360,  0.0260, -0.0030,  0.0210, -0.0180,  0.0240
 48427.50518,  0.0080,  0.0280, -0.0050,  0.0220, -0.0090,  0.0250
 48428.41232, -0.0390,  0.0460, -0.0590,  0.0360, -0.0010,  0.0420
 48434.55494,  0.0010,  0.0460,  0.1030,  0.0370,  0.1170,  0.0450
 48436.46021, -0.0270,  0.0300, -0.0350,  0.0280, -0.0660,  0.0280
 48437.46444,  0.1110,  0.0310, -0.0030,  0.0290,  0.0040,  0.0290
 48438.50117, -0.0050,  0.0300,  0.0390,  0.0280, -0.0350,  0.0280
 48439.47315, -0.0230,  0.0340, -0.0310,  0.0320,  0.0620,  0.0320
 48440.50996,  0.0480,  0.0310,  0.0810,  0.0290,  0.0700,  0.0290
 48441.51438, -0.0120,  0.0300,  0.0340,  0.0280, -0.0260,  0.0270
 48442.48641, -0.0060,  0.0290, -0.0220,  0.0270, -0.0360,  0.0270
 48443.49084, -0.0120,  0.0300, -0.0760,  0.0280,  0.0220,  0.0270
 48444.49528, -0.0810,  0.0310, -0.0230,  0.0290, -0.0240,  0.0280
 48445.49973, -0.0030,  0.0290, -0.0010,  0.0270,  0.0350,  0.0270
 48446.50418, -0.0400,  0.0350, -0.0690,  0.0320, -0.0490,  0.0310
 48447.50861, -0.0480,  0.0320,  0.0250,  0.0290,  0.0560,  0.0290
 48448.51304, -0.0600,  0.0290, -0.0050,  0.0270,  0.0120,  0.0270
 48449.87391, -0.0820,  0.0740,  0.0170,  0.0640,  0.0630,  0.0590
 48450.48954,  0.0130,  0.0290, -0.0030,  0.0240,  0.0180,  0.0220
 48451.49399, -0.0540,  0.0300, -0.0090,  0.0250, -0.0150,  0.0230
 48452.49843,  0.0420,  0.0300, -0.0130,  0.0250,  0.0210,  0.0240
 48453.50287,  0.0130,  0.0280,  0.0310,  0.0240,  0.0710,  0.0220
 48454.51992,  0.0390,  0.0350,  0.0180,  0.0290, -0.0070,  0.0270
 48455.50462,  0.0140,  0.0330, -0.0540,  0.0270, -0.0230,  0.0250
 48456.49647,  0.0240,  0.0330, -0.0290,  0.0270, -0.0630,  0.0250
 48457.48829,  0.0010,  0.0340,  0.0050,  0.0280, -0.0410,  0.0270
 48458.50536,  0.0620,  0.0380,  0.0050,  0.0320, -0.0320,  0.0300
 48459.49718, -0.0180,  0.0430, -0.0080,  0.0360, -0.0190,  0.0340
 48460.52680,  0.0310,  0.0340,  0.0770,  0.0280,  0.0590,  0.0260
 48461.48618,  0.0220,  0.0370,  0.0110,  0.0300,  0.0420,  0.0290
 48462.50311, -0.0240,  0.0340, -0.0060,  0.0280, -0.0130,  0.0260
 48463.91611, -0.0830,  0.0670, -0.0990,  0.0530, -0.0940,  0.0560
 48464.51171,  0.0700,  0.0280, -0.0470,  0.0220, -0.0470,  0.0240
 48465.50355,  0.0170,  0.0330, -0.0200,  0.0260,  0.0480,  0.0280
 48466.47544, -0.0790,  0.0330, -0.0620,  0.0260, -0.0680,  0.0280
 48467.51209,  0.0100,  0.0390,  0.0420,  0.0310, -0.0590,  0.0330
 48468.74319, -0.0260,  0.0520,  0.0150,  0.0410,  0.0310,  0.0430
 48469.76794,  0.0620,  0.0860,  0.0400,  0.0680,  0.1060,  0.0710
 48473.71016, -0.0130,  0.0610,  0.0050,  0.0500, -0.0300,  0.0530
 48474.48730,  0.0620,  0.0460,  0.0130,  0.0360,  0.0010,  0.0390
 48475.50381,  0.0340,  0.0390, -0.0180,  0.0310,  0.0620,  0.0320
 48476.83315,  0.0440,  0.0500,  0.0380,  0.0460, -0.0150,  0.0480
 48477.48190, -0.0130,  0.0320, -0.0490,  0.0290,  0.0210,  0.0300
 48478.52651, -0.0360,  0.0330, -0.0230,  0.0300,  0.0110,  0.0300
 48479.49864, -0.0280,  0.0350,  0.0020,  0.0310,  0.0030,  0.0310
 48486.50969, -0.0570,  0.0420, -0.0620,  0.0430, -0.0280,  0.0440
 48487.50693,  0.0410,  0.0290,  0.1270,  0.0300,  0.0690,  0.0310
 48488.49273,  0.0290,  0.0270,  0.0060,  0.0270,  0.0180,  0.0270
 48489.48996, -0.0070,  0.0250,  0.0070,  0.0250,  0.0360,  0.0260
 48490.81768, -0.0950,  0.0750, -0.1230,  0.0530, -0.0450,  0.0530
 48491.45520,  0.0210,  0.0410, -0.0410,  0.0290,  0.0260,  0.0290
 48492.50177,  0.0080,  0.0370, -0.0170,  0.0270,  0.0700,  0.0260
 48493.52671,  0.0210,  0.0440,  0.0140,  0.0310,  0.0220,  0.0310
 48494.49775, -0.0630,  0.0400, -0.0310,  0.0280, -0.0080,  0.0280
 48495.48026, -0.0060,  0.0400, -0.0050,  0.0280, -0.0370,  0.0280
 48496.53693,  0.0100,  0.0400,  0.0590,  0.0280, -0.0160,  0.0280
 48497.49952,  0.0340,  0.0380,  0.0300,  0.0270,  0.0200,  0.0260
 48498.51134, -0.0540,  0.0370, -0.0020,  0.0260,  0.0140,  0.0250
 48499.52702,  0.0280,  0.0380, -0.0280,  0.0270, -0.0220,  0.0260
 48500.48576,  0.0440,  0.0430,  0.0200,  0.0300, -0.0320,  0.0280
 48501.48914, -0.0170,  0.0370,  0.0240,  0.0260,  0.0310,  0.0250
 48502.50501,  0.0240,  0.0380, -0.0070,  0.0270, -0.0200,  0.0260
 48503.49589, -0.0670,  0.0390, -0.0300,  0.0270, -0.0640,  0.0260
 48504.80314,  0.0280,  0.0540, -0.0570,  0.0440,  0.0280,  0.0430
 48505.50264, -0.0300,  0.0310, -0.0120,  0.0250, -0.0380,  0.0250
 48506.48622, -0.0390,  0.0330,  0.0710,  0.0270,  0.0360,  0.0270
 48507.50936,  0.0090,  0.0340,  0.0220,  0.0280,  0.0120,  0.0280
 48508.50559, -0.0890,  0.0330,  0.0450,  0.0270,  0.0110,  0.0270
 48509.49631,  0.0910,  0.0330,  0.0140,  0.0270,  0.0390,  0.0270
 48510.49962,  0.0130,  0.0300, -0.0510,  0.0250, -0.0480,  0.0250
 48511.79418, -0.0150,  0.0320,  0.0020,  0.0350,  0.0010,  0.0350
 48512.49359,  0.0190,  0.0220,  0.0040,  0.0240,  0.0600,  0.0240
 48513.50941,  0.0350,  0.0230,  0.0630,  0.0250,  0.0720,  0.0250
 48514.50011,  0.0250,  0.0220,  0.0250,  0.0240,  0.0510,  0.0240
 48515.49593, -0.0260,  0.0240, -0.0320,  0.0250, -0.0470,  0.0250
 48516.49902,  0.0250,  0.0240, -0.0070,  0.0260, -0.0230,  0.0260
 48517.48975,  0.0190,  0.0250,  0.0060,  0.0260,  0.0290,  0.0270
