GX304-1_55058,3-5keV,5-12keV,12-20keV
# GX 304-1,Ver 4,2013-2-22,unit:crab,created by Takagi,,
#MJD,3-5keV,error,5-12keV,error,12-20keV,error
#date,c/s/cm^2,c/s/cm^2,c/s/cm^2,c/s/cm^2,c/s/cm^2,c/s/cm^2
55718.819095,0.00505618,0.00383895,0.00866051,0.00889145,0.0130045,0.0367713
55719.771510,0.00571161,0.00543071,0.0185912,0.0116628,0.00224215,0.0475336
55720.787315,0.00543071,0.00458801,0.0159353,0.00854503,0.0573991,0.0349776
55721.786790,0.00149813,0.00505618,-0.000577367,0.00946882,0.00896861,0.0457399
55723.739115,0.00552434,0.00505618,0.00334873,0.0102771,-0.032287,0.0376682
55724.691455,0.00646067,0.00552434,0.00473441,0.0103926,0.0502242,0.0394619
55725.679240,0.00177903,0.00514981,0.00969977,0.0117783,0.0103139,0.044843
55726.667185,0,0.00646067,-0.0161663,0.0148961,0.0224215,0.0569507
55727.655300,0.00196629,0.00552434,-0.000808314,0.0116628,-0.00807175,0.044843
55728.613195,0.00205993,0.00514981,-0.000461894,0.0114319,0.0358744,0.0461883
55729.635105,-0.000280899,0.00552434,0.00115473,0.0115473,0.0161435,0.0439462
55730.594455,0.00683521,0.00552434,-0.0034642,0.0115473,-0.00627803,0.0466368
55731.585900,-0.00234082,0.00449438,0.0127021,0.0105081,-0.0399103,0.0376682
55732.577260,0.00496255,0.00505618,-0.0118938,0.0115473,0.0237668,0.044843
55733.568345,0.00093633,0.00496255,-0.0056582,0.00935335,-0.0130045,0.0367713
55734.495480,-0.00477528,0.00552434,-0.0117783,0.0110855,-0.0910314,0.0443946
55735.533405,0.00421348,0.00383895,-0.000577367,0.00819861,-0.032287,0.0300448
55736.669050,0.00430712,0.00318352,0.00334873,0.00681293,0.0103139,0.0255605
55737.659730,0.00243446,0.00271536,0.00681293,0.00612009,-0.0139013,0.0224215
55738.426580,0.000655431,0.00252809,0.00254042,0.00542725,0.00807175,0.0201794
55741.717610,0.00149813,0.00430712,0.00646651,0.0103926,-0.0219731,0.0367713
55742.517255,0.00271536,0.00224719,-0.00381062,0.00473441,-0.0188341,0.0170404
55743.508910,0.000749064,0.00252809,0.00161663,0.00531178,0.00762332,0.0197309
55744.501090,0.000655431,0.00243446,-0.00427252,0.00496536,0,0.0183857
55745.590170,0.00411985,0.00271536,-0.00196305,0.00577367,-0.0188341,0.0210762
55746.614210,0.00589888,0.00271536,0.000230947,0.00542725,-0.0224215,0.0188341
55747.574885,-0.000468165,0.00262172,0.0112009,0.0056582,-0.0246637,0.0201794
55748.567685,0.00131086,0.00262172,0.00819861,0.0056582,0.0179372,0.0197309
55749.560520,-0.000749064,0.00290262,0.00646651,0.00612009,-0.0125561,0.0215247
55750.553430,0.00299625,0.00262172,0.00461894,0.00542725,0.00672646,0.0201794
55751.514370,0.00140449,0.00280899,-0.00404157,0.00577367,0.0103139,0.0210762
55752.411715,0.000468165,0.00355805,-0.000808314,0.00681293,-0.00896861,0.0242152
55761.579650,-0.00421348,0.00299625,0.0117783,0.00704388,0.00358744,0.026009
55762.470825,-0.000655431,0.00243446,-0.00623557,0.00542725,-0.00986547,0.0210762
55763.496025,0.000842697,0.00252809,0.0108545,0.00588915,0,0.0224215
55764.489200,-0.00205993,0.00243446,-0.00600462,0.00531178,-0.0206278,0.0206278
55765.514415,-0.00187266,0.00234082,0.00819861,0.00496536,-0.02287,0.0188341
55766.507610,-0.000280899,0.00224719,0.002194,0.00484988,-0.00807175,0.0183857
55767.500795,9.3633e-05,0.00205993,0.00300231,0.00438799,-0.0206278,0.0170404
55768.493970,-0.000468165,0.00215356,0.000230947,0.00473441,-0.00313901,0.0179372
55769.487120,0.00159176,0.00215356,0.000115473,0.00461894,-0.0121076,0.0174888
55770.512315,0.000561798,0.00205993,0.00034642,0.00461894,-0.00358744,0.0179372
55771.505520,0.0011236,0.00215356,-0.00750577,0.00484988,-0.0044843,0.0179372
55772.498730,0.00205993,0.00215356,0.000230947,0.00461894,-0.0331839,0.0170404
55773.491925,0.00168539,0.00224719,0.00311778,0.00496536,-0.0179372,0.0183857
55774.485125,0.000749064,0.00215356,-0.00103926,0.00473441,-0.00269058,0.0174888
55775.510355,-0.00093633,0.00215356,0.00115473,0.00484988,-0.0107623,0.0183857
55776.503525,-0.00131086,0.00234082,-0.00277136,0.0051963,0.02287,0.0201794
55777.496740,0.000655431,0.00234082,-0.00034642,0.0051963,-0.00313901,0.0192825
55778.489945,0.00215356,0.00234082,0.00669746,0.00531178,-0.00179372,0.0197309
55779.483145,-0.00187266,0.00215356,-0.00646651,0.00496536,-0.0188341,0.0192825
55780.508350,-0.0011236,0.00234082,-0.00473441,0.00531178,-0.032287,0.0197309
55781.501495,0.00402622,0.00243446,0.000461894,0.00542725,0.0233184,0.0210762
55782.494640,-0.00140449,0.00215356,0.00554273,0.0051963,-0.026009,0.0206278
55783.487765,0.00177903,0.00271536,0.00230947,0.00623557,0.00986547,0.0237668
55784.480860,0.00140449,0.00243446,0.00323326,0.00554273,-0.0170404,0.0219731
55785.505955,0.00159176,0.00262172,-0.00612009,0.00612009,0.0224215,0.0246637
55786.466960,-0.00402622,0.00280899,0.00473441,0.00727483,-0.0381166,0.0278027
55787.684205,0.000374532,0.00327715,-0.00034642,0.00785219,-0.0215247,0.0327354
55788.645155,-0.00243446,0.00402622,0.00866051,0.00969977,0.0278027,0.0412556
55789.606075,0.00243446,0.00430712,0.00369515,0.00969977,0.0278027,0.0408072
55790.631030,0.00140449,0.00430712,-0.00819861,0.00993072,-0.0457399,0.0408072
55791.591920,0.00346442,0.00421348,0.0152425,0.0103926,-0.0125561,0.0434978
55792.584765,-0.00290262,0.00402622,-0.000230947,0.0095843,-0.0363229,0.0363229
55793.545595,0.00580524,0.00543071,-0.00946882,0.0125866,0.0412556,0.0466368
55794.538360,-0.0142322,0.0088015,-0.00866051,0.0236721,-0.0345291,0.0874439
55795.531160,0.00580524,0.011236,-0.000577367,0.0251732,0.132287,0.0946188
55796.523805,0.00543071,0.00486891,-0.00288684,0.0095843,-0.0121076,0.0367713
55797.516535,0.000374532,0.00589888,0.0056582,0.0124711,-0.0663677,0.0475336
55798.477150,0.00552434,0.00552434,0.00646651,0.0110855,0.0399103,0.0457399
55799.437705,0.00842697,0.00580524,-0.00404157,0.01097,-0.0318386,0.0412556
55800.462215,-0.00159176,0.00599251,0.00946882,0.012933,0.0197309,0.0470852
55801.422645,-0.00093633,0.00477528,0.0106236,0.0115473,0.0255605,0.0452915
55802.415000,0.000374532,0.00458801,-0.00138568,0.00993072,-0.0183857,0.0367713
55803.375260,0.00449438,0.00543071,0.00785219,0.0112009,0.0381166,0.0394619
55804.399375,0.00468165,0.00524345,0.0113164,0.0110855,-0.0161435,0.0403587
55805.359350,0.0148876,0.00552434,0.0241339,0.010739,0.0224215,0.038565
55806.351370,0.0220974,0.00524345,0.0518476,0.0105081,-0.0161435,0.0336323
55807.343190,0.0391386,0.00543071,0.0981524,0.0112009,0.0946188,0.0345291
55809.742045,0.031367,0.00449438,0.102079,0.0095843,0.0502242,0.0300448
55810.541540,0.05103,0.00393258,0.121824,0.00750577,0.0748879,0.0210762
55811.500895,0.07603,0.00421348,0.186952,0.00785219,0.112556,0.0210762
55812.492185,0.10927,0.00486891,0.254503,0.00866051,0.192377,0.0224215
55813.451555,0.119382,0.00477528,0.282333,0.00866051,0.236323,0.0219731
55814.474950,0.150749,0.00580524,0.39873,0.010739,0.393722,0.0264574
55815.594420,0.192509,0.00842697,0.52806,0.0157044,0.426009,0.035426
55816.426095,0.194944,0.00702247,0.535797,0.0130485,0.520628,0.0309417
55817.385770,0.227622,0.00777154,0.588106,0.0142032,0.612556,0.0336323
55818.409530,0.171536,0.00646067,0.455427,0.0121247,0.534978,0.0304933
55819.401445,0.0940075,0.00552434,0.353926,0.0116628,0.429148,0.0309417
55820.363245,0.0975655,0.00533708,0.40254,0.0117783,0.497309,0.0304933
55821.353085,0.106835,0.00580524,0.344457,0.0117783,0.403139,0.0304933
55822.352215,0.113764,0.00599251,0.310393,0.0110855,0.312108,0.0286996
55823.337225,0.102434,0.00599251,0.27448,0.0108545,0.301345,0.0282511
55824.496475,0.101124,0.00599251,0.251617,0.010739,0.252018,0.0282511
55825.513460,0.0729401,0.00514981,0.17194,0.00935335,0.141704,0.026009
55826.487945,0.0571161,0.00552434,0.116397,0.00981524,0.131839,0.0300448
55827.504925,0.0335206,0.00477528,0.105543,0.0100462,0.0892377,0.0358744
55828.753130,0.00758427,0.0159176,0.0452656,0.043649,0.0340807,0.115695
55829.489265,0.0143258,0.00346442,0.0249423,0.00658199,0.0264574,0.02287
55830.506160,0.00402622,0.00308989,0.0108545,0.00600462,-0.000896861,0.0210762
55831.498290,0.00571161,0.00271536,0.00715935,0.00600462,0.00538117,0.0233184
55832.490430,0.00533708,0.00262172,0.0145497,0.00577367,0.029148,0.0224215
55833.514675,0.0103933,0.00271536,0.0196305,0.00542725,0.00627803,0.0201794
55834.507500,0.0145131,0.00271536,0.017321,0.00577367,0.0233184,0.0210762
55835.500670,0.00973783,0.00243446,0.0190531,0.0051963,-0.0058296,0.0183857
55836.493825,0.013015,0.00280899,0.0257506,0.00554273,0.0269058,0.0197309
55837.486965,0.0129213,0.00280899,0.0375289,0.00554273,0.00807175,0.0188341
55838.512140,0.0155431,0.00280899,0.043649,0.00554273,0.00269058,0.0183857
55839.505265,0.0161985,0.00271536,0.0259815,0.00531178,0.00403587,0.0188341
55840.498390,0.0120787,0.00243446,0.0214781,0.00508083,-0.0058296,0.0170404
55841.491495,0.00440075,0.00234082,0.0203233,0.00508083,0.0044843,0.0179372
55842.484585,0.0090824,0.00243446,0.0174365,0.00496536,0.0278027,0.0174888
55843.509680,0.00589888,0.00234082,0.0155889,0.00484988,-0.0170404,0.0170404
55844.502710,0.00159176,0.00290262,0.00311778,0.00635104,-0.035426,0.0219731
55845.495730,0.00121723,0.00337079,0.00808314,0.0073903,0.00179372,0.026009
55846.488730,0.00692884,0.00374532,0.00658199,0.00785219,-0.0358744,0.0264574
55847.481690,0.00580524,0.00365169,0.0034642,0.00750577,-0.0107623,0.0264574
55848.506660,0.00552434,0.00271536,0.0051963,0.0056582,-0.0242152,0.0206278
55849.499555,0.00402622,0.00252809,0.00692841,0.00531178,-0.0201794,0.0183857
55850.492410,0.00486891,0.00234082,0.0101617,0.00496536,0.00807175,0.0188341
55851.517245,0.000749064,0.00224719,0.00854503,0.00531178,-0.0206278,0.0192825
55852.510015,0.00505618,0.00252809,0.0110855,0.00542725,0.00403587,0.0201794
55853.502860,0.00355805,0.00234082,0.0124711,0.00531178,-0.0206278,0.0197309
55854.496045,0.00627341,0.00318352,0.00900693,0.00646651,0.0206278,0.0251121
55855.489410,0.00177903,0.00271536,0.00415704,0.00577367,-0.00044843,0.0233184
55856.514760,0.00299625,0.00290262,0.00161663,0.00658199,0.0116592,0.0251121
55857.475990,0.000280899,0.00308989,-0.00427252,0.00704388,-0.0210762,0.0273543
55858.629385,0.00458801,0.00327715,-0.00889145,0.00715935,-0.00224215,0.0282511
55859.494455,-0.00168539,0.00374532,0.00334873,0.00969977,0.0125561,0.0372197
55860.487465,0.00617978,0.00411985,-0.000461894,0.00854503,0.00493274,0.0349776
55861.449115,0.0076779,0.00421348,-0.00542725,0.0091224,0.0340807,0.0367713
55862.410760,0.00543071,0.00496255,0.00773672,0.0113164,-0.0224215,0.0434978
55863.372540,0.00121723,0.00458801,0.00969977,0.0108545,0.0381166,0.0443946
55864.366190,0.00131086,0.00496255,-0.00103926,0.0108545,0.00493274,0.0390135
55865.359710,0.00234082,0.00458801,0.00103926,0.00981524,0.0103139,0.0381166
55867.314460,-0.000655431,0.00580524,-0.0146651,0.0127021,-0.0847534,0.044843
55868.307590,0.00777154,0.00543071,0.0115473,0.00993072,0.0179372,0.0340807
55869.268830,0.00355805,0.00496255,0.00635104,0.0102771,-0.0309417,0.0372197
55870.262050,0.00917603,0.00543071,0.00473441,0.0110855,-0.00627803,0.0434978
55871.255150,0.00140449,0.00468165,0.00669746,0.0102771,-0.00179372,0.0372197
55872.216140,0.00514981,0.00477528,0.00207852,0.0101617,0.0318386,0.0381166
55873.241085,0.000468165,0.00421348,0.00415704,0.00993072,0.0224215,0.041704
55874.201880,0.00346442,0.00505618,-0.00969977,0.00993072,-0.0215247,0.0372197
55875.194605,-0.00234082,0.00393258,0.00254042,0.00889145,0.0399103,0.0345291
55876.187155,0.00430712,0.00468165,0.0155889,0.0106236,-0.041704,0.038565
55877.211575,-0.000655431,0.00421348,-0.00277136,0.00935335,-0.00538117,0.0363229
55878.299905,0.00262172,0.00355805,0.00207852,0.00762125,-0.0156951,0.0286996
55879.516035,0.00262172,0.00262172,0.00531178,0.0056582,-0.00941704,0.0215247
55880.508000,-0.00102996,0.00243446,0.00115473,0.00542725,-0.0130045,0.0201794
55881.499980,0.000842697,0.00234082,0.00311778,0.0051963,0.00896861,0.0192825
55882.491840,0.00243446,0.00234082,-0.00288684,0.00496536,-0.0058296,0.0188341
55883.484055,0.00374532,0.00224719,-0.00288684,0.00473441,-0.0179372,0.0174888
55884.508935,0.00318352,0.00224719,0.00646651,0.00473441,0.00762332,0.0170404
55885.213675,0.00290262,0.00374532,0.00242494,0.0073903,-0.029148,0.0269058
55886.948295,0.010206,0.00805243,0.0177829,0.0146651,-0.0869955,0.0502242
55887.072725,-0.00205993,0.00599251,0.000461894,0.012933,0.0147982,0.0461883
55888.577815,0.00131086,0.00271536,0.00300231,0.00531178,-0.0210762,0.0197309
55889.507035,0.00271536,0.00252809,-0.00230947,0.00461894,-0.0372197,0.0170404
55890.500435,-0.000280899,0.00271536,0.00646651,0.00554273,-0.0179372,0.0197309
55891.493895,0.00102996,0.00252809,0.000115473,0.00450346,-0.0174888,0.0170404
55892.487400,-0.000280899,0.00243446,0.00427252,0.00473441,-0.0112108,0.0179372
55893.480930,0.00393258,0.00252809,0.00242494,0.00496536,-0.0143498,0.0183857
55894.506520,-0.000842697,0.00271536,-0.00612009,0.00473441,-0.0152466,0.0192825
55895.500195,-0.000561798,0.00262172,-0.00265589,0.0051963,-0.0470852,0.0192825
55896.493870,0.00308989,0.00271536,0.000808314,0.0051963,0.00313901,0.0201794
55897.487925,0.000842697,0.00346442,0.00311778,0.00796767,0.00313901,0.0255605
55898.481880,0.00533708,0.00299625,0.00715935,0.0056582,0.00179372,0.0197309
55899.386900,0.00121723,0.00486891,0.00692841,0.0095843,0.00807175,0.0430493
55900.598100,0.000655431,0.00599251,-0.00635104,0.010739,-0.000896861,0.0439462
55901.495895,0.00131086,0.00271536,0.0091224,0.00554273,0.0161435,0.0201794
55902.489895,-0.0011236,0.00280899,0.00461894,0.0056582,-0.0183857,0.0233184
55903.483860,-0.00093633,0.00215356,-0.00311778,0.00484988,0.0139013,0.0210762
55904.509865,0.00121723,0.00215356,0.00288684,0.00450346,0.00896861,0.0188341
55905.504170,0.00102996,0.00224719,0.00727483,0.00484988,0.00179372,0.0188341
55906.498665,0.00243446,0.00205993,-0.000230947,0.00438799,0.00538117,0.0179372
55907.493130,0.000561798,0.00224719,0.00357968,0.00461894,0.00807175,0.0183857
55908.487605,-0.000749064,0.00196629,0.000577367,0.00404157,-0.0206278,0.0156951
55909.514130,0.00177903,0.00196629,-0.00127021,0.00415704,-0.0336323,0.0156951
55910.508570,-0.00299625,0.00196629,0.00854503,0.00427252,-0.00672646,0.0170404
55911.503000,0.000374532,0.00187266,-0.00242494,0.0039261,0.0139013,0.0156951
55912.497430,0.00271536,0.00196629,-0.00265589,0.00415704,-0.0103139,0.0156951
55913.491840,0.00234082,0.00187266,0.00623557,0.0039261,-0.0121076,0.0147982
55914.518330,0.000842697,0.00196629,0.002194,0.00381062,0.0147982,0.0156951
55915.512725,-0.00159176,0.00196629,0.00646651,0.00415704,-0.0201794,0.0165919
55916.507095,-0.000655431,0.00187266,0.00635104,0.0039261,-0.0044843,0.0156951
55917.501440,0.0011236,0.00243446,-0.000577367,0.00473441,0.00179372,0.0188341
55918.495695,0.00337079,0.00205993,0.0056582,0.00427252,-0.00762332,0.0165919
55919.489905,0.000561798,0.00215356,0.00600462,0.00508083,-0.00986547,0.0188341
55920.484170,0.00121723,0.00224719,0.00127021,0.00508083,-0.00807175,0.0188341
55921.510480,-0.0011236,0.00224719,0.00588915,0.00496536,-0.0170404,0.0188341
55922.504690,-0.00121723,0.00234082,-0.00484988,0.0051963,-0.026009,0.0197309
55923.498885,0.00215356,0.00224719,-0.00484988,0.00496536,-0.0183857,0.0188341
55924.493030,0.00140449,0.00271536,0.00138568,0.00623557,-0.00852018,0.0233184
55925.487170,0.00224719,0.00262172,-0.00265589,0.00600462,0.00313901,0.02287
55926.449190,0.00393258,0.00290262,0.00323326,0.00646651,0.0470852,0.0264574
55927.507395,0.0011236,0.00299625,0.01097,0.00681293,0.00807175,0.0264574
55928.469375,0.00430712,0.00355805,0.00623557,0.00854503,-0.0058296,0.0340807
55929.431275,0.000374532,0.00318352,-0.00404157,0.0073903,-0.00269058,0.029148
55930.297030,0.00308989,0.00440075,-0.0051963,0.00923788,0.0295964,0.0367713
55931.290945,0.00262172,0.00430712,0.0100462,0.0101617,0.0363229,0.0381166
55932.220720,0.00964419,0.00514981,-0.0017321,0.0105081,-0.0269058,0.0412556
55933.214555,0.00833333,0.00449438,0.036836,0.0105081,0.0304933,0.0390135
55934.208375,0.00749064,0.00496255,0.0224018,0.0118938,0.0345291,0.044843
55935.202220,0.00543071,0.00449438,0.0387991,0.0113164,0.0578475,0.0426009
55936.195945,0.0289326,0.00702247,0.0853349,0.0150115,0.0973094,0.0466368
55937.157575,0.0207865,0.00702247,0.0437644,0.0122402,0.0336323,0.041704
55939.112630,0.043633,0.00964419,0.111778,0.0188222,0.139013,0.0600897
55940.491025,0.0481273,0.00692884,0.152079,0.0136259,0.130045,0.038565
55941.516910,0.0601124,0.0085206,0.187991,0.0162818,0.174439,0.0443946
55942.510650,0.0681648,0.00983146,0.161894,0.0181293,0.227803,0.0533632
55943.504340,0.0676966,0.00758427,0.138684,0.0130485,0.117937,0.0390135
55944.497965,0.109738,0.0114232,0.236143,0.019746,0.175336,0.0502242
55945.491425,0.0964419,0.00833333,0.202771,0.0147806,0.198206,0.0412556
55946.517290,0.166105,0.010206,0.309815,0.0170901,0.306278,0.0452915
55947.510270,0.171723,0.0122659,0.486374,0.023903,0.503587,0.0578475
55948.503525,0.178558,0.0105805,0.447229,0.0189376,0.456502,0.0475336
55949.496980,0.177247,0.010206,0.525289,0.019746,0.744395,0.0538117
55950.041425,0.307584,0.019382,0.826328,0.0362587,0.706278,0.0847534
55951.578665,0.137079,0.0114232,0.54746,0.0255196,0.559193,0.0636771
55953.948490,0.218446,0.0164794,0.576443,0.0307159,0.567265,0.0748879
55954.492345,0.232865,0.00992509,0.582564,0.0177829,0.443946,0.0399103
55955.484935,0.18324,0.00589888,0.483256,0.010739,0.458744,0.026009
55956.509655,0.169757,0.00543071,0.404388,0.00993072,0.405381,0.0246637
55957.502565,0.155899,0.00552434,0.374018,0.0100462,0.359193,0.0246637
55958.527590,0.113858,0.00514981,0.285681,0.00946882,0.239462,0.0237668
55959.488640,0.111423,0.00524345,0.318822,0.0101617,0.302242,0.0255605
55960.481800,0.086236,0.00477528,0.217667,0.00877598,0.195516,0.0233184
55961.539105,0.0787453,0.00505618,0.18776,0.00923788,0.140807,0.0242152
55962.500440,0.0597378,0.00430712,0.137182,0.00785219,0.106726,0.0219731
55963.493895,0.0553371,0.00411985,0.107506,0.0073903,0.0650224,0.0215247
55964.487390,0.0427903,0.00411985,0.0689376,0.00704388,0.0681614,0.0215247
55965.512975,0.0298689,0.00365169,0.0555427,0.00681293,0.0318386,0.0210762
55966.506610,0.0138577,0.00299625,0.0300231,0.00588915,0.00807175,0.0188341
55967.500245,0.0140449,0.00337079,0.0138568,0.00612009,0.00493274,0.0210762
55968.493930,0.0149813,0.00318352,0.0222864,0.00588915,-0.0224215,0.0197309
55969.487635,0.0107678,0.00402622,0.0290993,0.00785219,-0.0170404,0.0278027
55970.481365,0.00814607,0.00337079,0.0159353,0.00646651,0.038565,0.0246637
55971.322095,0.0093633,0.00814607,0.0196305,0.0165127,-0.029148,0.0565022
55972.500925,0.00299625,0.00458801,0.00438799,0.0101617,0.0345291,0.0381166
55973.494715,0.00955056,0.00337079,0.00831409,0.00635104,0.0143498,0.0215247
55974.488475,0.00543071,0.00290262,0.00946882,0.00635104,-0.0107623,0.02287
55975.482285,0.00411985,0.00280899,0.00427252,0.00577367,0.0215247,0.0233184
55976.508140,0.00159176,0.00262172,0.00450346,0.0056582,0.0165919,0.02287
55977.501940,0.00234082,0.00280899,-0.00127021,0.00577367,0.00852018,0.0224215
55978.495745,0.00093633,0.00262172,-0.000230947,0.00554273,0.00762332,0.0210762
55979.489525,0.00449438,0.00280899,0.00542725,0.00588915,0.0174888,0.0215247
55980.483290,0.00683521,0.00271536,0.0091224,0.0056582,0.0192825,0.0201794
55981.509110,0.00093633,0.00280899,0.00277136,0.00577367,-0.00852018,0.0215247
55982.502850,0.00252809,0.00271536,0.00785219,0.0056582,-0.0156951,0.0206278
55983.496615,0.00617978,0.00252809,0.00265589,0.00531178,-0.0340807,0.0192825
55984.490380,0.00430712,0.00262172,0.00923788,0.00554273,-0.0179372,0.0210762
55985.484120,0.00430712,0.00262172,0.00357968,0.00542725,0,0.0197309
55986.510040,0.00262172,0.00262172,0.0113164,0.00554273,-0.0165919,0.0201794
55987.504160,0.00121723,0.00262172,0.00704388,0.00588915,0.0170404,0.0219731
55988.498345,0.00411985,0.00262172,0.0181293,0.00577367,-0.00896861,0.0206278
55989.492575,0.00496255,0.00280899,0.00889145,0.00588915,-0.0170404,0.0210762
55990.486745,-0.000842697,0.00252809,-0.00450346,0.0056582,-0.00269058,0.0210762
55991.480870,0.000842697,0.00271536,0.00127021,0.00588915,-0.00313901,0.0219731
55992.474985,0.000561798,0.00271536,0.00184758,0.00612009,-0.0282511,0.0215247
55993.437000,0.00308989,0.00280899,0.00715935,0.00623557,-0.0430493,0.02287
55994.399000,9.3633e-05,0.00280899,0.00646651,0.00658199,-0.0152466,0.0242152
55995.425060,-0.00149813,0.00355805,-0.00277136,0.00727483,0.0179372,0.0282511
55996.419050,0.00411985,0.00299625,0.0117783,0.00658199,-0.0192825,0.0242152
55997.445065,0.00655431,0.00299625,-0.00427252,0.00600462,0.0170404,0.0242152
55998.503075,0.00196629,0.00299625,-0.0017321,0.00612009,-0.00493274,0.02287
55999.336620,0.00308989,0.00365169,0.000692841,0.00773672,-0.0143498,0.0295964
56000.490740,0.000749064,0.00299625,0.00508083,0.00692841,0.0197309,0.0269058
56001.516600,0.00215356,0.00308989,0.00334873,0.00692841,-0.0044843,0.0269058
56002.510340,-0.000842697,0.00440075,0.0100462,0.00969977,-0.0713004,0.0363229
56003.504030,0.0071161,0.00421348,-0.013164,0.00819861,-0.00493274,0.0336323
56004.497695,0.00617978,0.00486891,0.00600462,0.0108545,0.0224215,0.041704
56005.491305,-0.00187266,0.00411985,-0.00323326,0.0095843,-0.00134529,0.038565
56006.516940,0.00496255,0.00421348,0.00646651,0.00993072,-0.0246637,0.0390135
56007.510455,0.00140449,0.00533708,-0.0138568,0.0108545,-0.00224215,0.0466368
56008.503925,-0.000280899,0.00402622,-0.00138568,0.00923788,0.0201794,0.0358744
56009.048730,0.00524345,0.00992509,-0.00184758,0.0230947,-0.0246637,0.0816143
56010.907305,0.00271536,0.00589888,0.00115473,0.0125866,0.0242152,0.0547085
56011.516115,-0.00121723,0.00402622,-0.00207852,0.0101617,0.00986547,0.0399103
56012.893855,0.000842697,0.00533708,-0.0145497,0.0114319,-0.0143498,0.044843
56013.887015,0.00346442,0.00505618,0.0051963,0.0106236,0.0318386,0.0412556
56014.849080,0.00102996,0.00514981,0.00508083,0.0132794,-0.0170404,0.0506726
56015.841200,-0.00280899,0.00524345,0.00635104,0.0118938,0.0780269,0.0475336
56016.834130,0.000561798,0.00468165,0.002194,0.0102771,-0.032287,0.0381166
56017.794965,0.00571161,0.00505618,0.00115473,0.0106236,-0.0430493,0.0399103
56018.788070,-0.000280899,0.00589888,-0.00692841,0.0118938,0.044843,0.0479821
56021.734810,-0.00365169,0.00421348,-0.00230947,0.00946882,0.0206278,0.0376682
56022.791390,0.00234082,0.00374532,0.00923788,0.00842956,0.0139013,0.0313901
56023.496360,0.000749064,0.00318352,-0.00450346,0.00715935,-0.00493274,0.0264574
56024.489700,0.00411985,0.00290262,-0.00115473,0.00612009,-0.00313901,0.0242152
56025.482850,0.00093633,0.00393258,0.00369515,0.00808314,-0.0139013,0.029148
56026.540000,0.000749064,0.00346442,-0.000577367,0.0073903,-0.0125561,0.0264574
56027.501005,0.010206,0.00374532,0.00034642,0.00750577,-0.0058296,0.0286996
56028.494050,0.00533708,0.00327715,0.002194,0.00692841,0.00179372,0.0251121
56029.519210,-0.000374532,0.00308989,-0.00323326,0.00692841,0,0.0255605
56030.512420,0.00561798,0.00402622,0.00877598,0.00831409,0.0147982,0.0309417
56031.505735,-0.00205993,0.00355805,0.0051963,0.00773672,0.0152466,0.0273543
56032.499135,-0.00205993,0.00346442,0.00184758,0.00727483,-0.000896861,0.0282511
56033.492600,9.3633e-05,0.00411985,-0.000230947,0.00785219,0.00269058,0.0286996
56034.518235,0.00552434,0.00374532,0.00531178,0.0073903,-0.00179372,0.0282511
56035.511910,0.00290262,0.00421348,0.00681293,0.00854503,0.00134529,0.0313901
56036.505710,0.00617978,0.00449438,0.00357968,0.00889145,-0.0255605,0.032287
56037.499530,0.00187266,0.00440075,-0.00196305,0.00900693,0.0242152,0.0349776
56038.493320,0.000655431,0.00365169,0.00554273,0.00750577,0.0125561,0.0286996
56039.519120,-0.00327715,0.00365169,0.00612009,0.00831409,-0.0278027,0.0300448
56040.673185,-0.00421348,0.00374532,-0.000230947,0.00842956,0.0058296,0.0318386
56041.506730,0.00149813,0.00402622,0.00334873,0.00773672,0.00134529,0.0295964
56042.661095,0.000374532,0.00468165,0.00588915,0.0100462,-0.0251121,0.0367713
56043.559555,0.00627341,0.0090824,0.0133949,0.0199769,-0.0206278,0.0704036
56044.651505,-0.00458801,0.00805243,-0.00981524,0.0161663,0.0798206,0.0775785
56045.613010,0.00262172,0.00402622,0.0105081,0.00877598,-0.00358744,0.0313901
56046.575640,0.00430712,0.00449438,0.000808314,0.00866051,-0.0264574,0.0327354
56047.570380,-0.00346442,0.00337079,-0.0112009,0.00785219,-0.0242152,0.0327354
56048.565120,-0.000842697,0.00327715,-0.00773672,0.00796767,-0.0403587,0.0313901
56049.559860,-0.00346442,0.00318352,-0.00357968,0.00750577,-0.00358744,0.0304933
56050.522505,0.000280899,0.00308989,0.00588915,0.00750577,-0.0533632,0.0295964
56051.517570,0.000842697,0.00308989,-0.00889145,0.00692841,0.0188341,0.0273543
56052.545445,-0.00411985,0.00290262,-0.00150115,0.00681293,-0.00896861,0.0273543
56053.541330,0.00215356,0.00290262,0.000808314,0.00669746,0.0273543,0.0264574
56054.505110,9.3633e-05,0.00280899,0.00323326,0.00681293,-0.0318386,0.0264574
56055.501010,-0.00224719,0.00280899,-0.00311778,0.00658199,0.00538117,0.0246637
56056.496910,0.000374532,0.00318352,-0.00450346,0.00704388,-0.00358744,0.0269058
56057.492790,0.000374532,0.00290262,0.0095843,0.00658199,0.0340807,0.026009
56058.488675,-0.00234082,0.00280899,0.00277136,0.00681293,0.0215247,0.0269058
56059.484555,0.00093633,0.00308989,-0.000461894,0.00669746,0.0165919,0.026009
56060.512540,0,0.00308989,-0.00242494,0.00669746,-0.00896861,0.0255605
56061.508400,0,0.00299625,0.00450346,0.00727483,-0.00762332,0.0264574
