exo2030plus375, flux 20-40, flux 40-70, flux 70-160, flux 160-430
8462.502635, -0.118, 0.046, -0.060, 0.043, -0.098, 0.041, 0.124, 0.097
8463.915580, 0.104, 0.079, -0.022, 0.061, 0.038, 0.067, 0.008, 0.169
8464.511462, 0.047, 0.032, 0.026, 0.025, 0.063, 0.027, 0.024, 0.068
8465.515830, 0.002, 0.037, -0.046, 0.028, 0.021, 0.030, -0.080, 0.077
8466.475145, -0.087, 0.036, -0.066, 0.028, -0.058, 0.030, 0.033, 0.077
8467.524441, 0.017, 0.034, -0.035, 0.026, -0.075, 0.028, 0.001, 0.072
8468.269535, -0.026, 0.064, -0.024, 0.051, -0.036, 0.054, -0.137, 0.136
8469.532894, -0.012, 0.039, 0.008, 0.030, -0.066, 0.033, 0.042, 0.083
8470.537067, -0.030, 0.044, -0.007, 0.036, 0.032, 0.038, -0.062, 0.097
8471.411633, -0.035, 0.058, -0.091, 0.045, 0.010, 0.048, -0.134, 0.122
8473.711281, -0.009, 0.120, -0.148, 0.098, 0.015, 0.105, -0.441, 0.265
8476.831500, -0.019, 0.064, -0.020, 0.059, 0.001, 0.062, -0.187, 0.152
8477.512264, 0.094, 0.044, 0.058, 0.039, 0.072, 0.040, -0.125, 0.094
8478.537100, 0.069, 0.054, 0.080, 0.046, 0.045, 0.045, -0.028, 0.103
8479.508806, 0.043, 0.044, 0.047, 0.037, 0.017, 0.037, -0.084, 0.085
8480.495713, 0.074, 0.038, 0.019, 0.033, 0.042, 0.033, 0.121, 0.077
8481.509076, 0.061, 0.044, 0.060, 0.039, 0.025, 0.038, 0.133, 0.088
8482.507423, 0.010, 0.041, 0.023, 0.035, 0.011, 0.035, 0.032, 0.081
8483.876875, 0.091, 0.046, 0.037, 0.048, -0.096, 0.049, 0.019, 0.124
8484.499790, 0.022, 0.027, 0.013, 0.028, -0.031, 0.029, -0.081, 0.074
8485.498897, 0.079, 0.024, 0.039, 0.024, 0.005, 0.025, -0.009, 0.064
8486.504322, 0.085, 0.024, 0.059, 0.025, 0.072, 0.026, -0.007, 0.066
8487.501020, 0.036, 0.025, -0.013, 0.026, 0.025, 0.027, -0.040, 0.069
8488.490358, -0.030, 0.026, -0.004, 0.026, -0.008, 0.026, 0.090, 0.066
8489.476725, 0.012, 0.034, -0.003, 0.035, -0.023, 0.036, 0.014, 0.091
8490.847009, 0.102, 0.090, 0.231, 0.068, 0.037, 0.070, -0.130, 0.166
8491.484284, -0.007, 0.044, 0.013, 0.034, -0.093, 0.035, 0.079, 0.083
8492.499061, -0.033, 0.040, -0.081, 0.031, -0.013, 0.032, 0.001, 0.075
8493.535357, 0.032, 0.045, 0.116, 0.035, 0.064, 0.035, 0.041, 0.085
8494.495164, -0.015, 0.038, 0.017, 0.030, 0.010, 0.030, 0.085, 0.072
8495.478020, 0.015, 0.039, 0.012, 0.030, 0.031, 0.030, 0.069, 0.071
8496.534622, -0.019, 0.036, -0.087, 0.028, -0.112, 0.028, 0.016, 0.067
8497.497655, -0.071, 0.033, -0.048, 0.025, -0.019, 0.025, 0.043, 0.059
8498.509246, -0.001, 0.034, -0.079, 0.026, -0.045, 0.026, -0.049, 0.059
8499.525159, -0.011, 0.036, -0.012, 0.027, -0.045, 0.027, -0.101, 0.061
8500.483835, -0.022, 0.047, 0.030, 0.033, -0.012, 0.033, -0.117, 0.073
8501.499857, -0.039, 0.035, -0.025, 0.026, 0.020, 0.026, 0.039, 0.058
8502.503363, 0.019, 0.037, 0.015, 0.028, -0.056, 0.028, 0.026, 0.064
8503.494199, -0.021, 0.037, -0.005, 0.029, -0.022, 0.028, -0.050, 0.064
8504.801664, -0.081, 0.087, -0.005, 0.068, 0.091, 0.064, 0.115, 0.146
8505.501097, 0.035, 0.057, -0.056, 0.045, -0.047, 0.043, -0.093, 0.095
8506.504535, 0.061, 0.063, 0.031, 0.047, 0.093, 0.043, -0.044, 0.095
8507.507976, -0.099, 0.077, -0.036, 0.057, 0.132, 0.053, 0.196, 0.116
8512.744659, -0.095, 0.061, -0.046, 0.071, -0.168, 0.074, -0.062, 0.199
8513.521421, -0.051, 0.040, -0.012, 0.046, -0.101, 0.048, -0.161, 0.128
8514.492347, -0.092, 0.033, -0.087, 0.038, -0.108, 0.039, 0.118, 0.105
8515.495595, 0.015, 0.028, -0.051, 0.033, -0.052, 0.034, 0.005, 0.091
8516.498798, 0.052, 0.027, 0.026, 0.031, -0.035, 0.031, -0.036, 0.085
8517.489367, -0.003, 0.028, 0.027, 0.033, -0.055, 0.034, 0.111, 0.093
8518.783750, -0.003, 0.043, -0.082, 0.035, -0.006, 0.042, 0.153, 0.115
8519.508164, 0.056, 0.033, 0.017, 0.026, 0.021, 0.031, 0.065, 0.085
8520.511191, -0.037, 0.042, -0.006, 0.035, -0.062, 0.042, -0.126, 0.114
8521.481817, 0.040, 0.033, 0.042, 0.027, 0.058, 0.032, 0.095, 0.088
8522.517111, 0.011, 0.031, 0.025, 0.026, 0.053, 0.031, 0.256, 0.084
8523.487658, -0.060, 0.033, -0.046, 0.027, -0.079, 0.032, -0.005, 0.089
8524.705064, 0.002, 0.042, 0.055, 0.034, 0.032, 0.041, 0.136, 0.113
8525.493343, 0.067, 0.033, 0.054, 0.026, 0.054, 0.031, 0.066, 0.086
8526.496128, -0.068, 0.033, 0.034, 0.027, -0.028, 0.032, -0.066, 0.085
8527.498878, 0.048, 0.035, 0.038, 0.028, 0.074, 0.034, 0.052, 0.092
8528.501620, 0.013, 0.030, 0.013, 0.025, 0.089, 0.030, 0.024, 0.083
8529.504367, 0.033, 0.037, -0.014, 0.030, 0.023, 0.036, 0.020, 0.098
8530.507134, -0.030, 0.049, -0.011, 0.039, 0.008, 0.047, 0.227, 0.126
8531.542296, 0.065, 0.036, 0.008, 0.029, -0.013, 0.033, -0.071, 0.087
8532.795596, 0.020, 0.041, -0.065, 0.035, -0.030, 0.037, -0.041, 0.092
8533.507802, -0.028, 0.033, 0.039, 0.028, -0.036, 0.030, -0.076, 0.074
8534.504912, 0.049, 0.031, -0.031, 0.026, 0.030, 0.027, -0.046, 0.067
8535.490553, 0.021, 0.034, 0.043, 0.029, -0.019, 0.030, -0.149, 0.074
8536.487989, -0.038, 0.033, -0.055, 0.028, -0.061, 0.030, 0.028, 0.074
8537.499072, 0.028, 0.033, -0.070, 0.028, -0.046, 0.030, 0.091, 0.073
8538.496141, -0.007, 0.029, -0.044, 0.025, 0.015, 0.028, -0.159, 0.069
8539.499778, 0.055, 0.028, 0.037, 0.024, 0.012, 0.027, 0.078, 0.067
8540.493697, 0.057, 0.033, -0.017, 0.029, -0.028, 0.031, -0.012, 0.078
8541.496203, -0.064, 0.036, 0.006, 0.031, -0.002, 0.034, -0.092, 0.086
8542.509077, -0.017, 0.038, 0.085, 0.032, 0.052, 0.035, 0.148, 0.088
8543.500918, -0.016, 0.033, 0.004, 0.029, 0.048, 0.031, 0.115, 0.078
8544.492983, 0.007, 0.032, 0.028, 0.028, 0.025, 0.031, -0.079, 0.077
8545.505378, -0.034, 0.027, 0.029, 0.024, 0.013, 0.026, 0.011, 0.065
8546.810257, 0.086, 0.035, 0.030, 0.039, 0.029, 0.043, -0.125, 0.114
8547.509679, 0.008, 0.020, 0.036, 0.023, 0.015, 0.025, 0.058, 0.068
8548.503580, -0.000, 0.020, 0.004, 0.023, -0.012, 0.025, 0.009, 0.068
8549.493827, -0.042, 0.021, -0.014, 0.024, -0.059, 0.026, -0.057, 0.068
8550.508287, -0.004, 0.023, -0.030, 0.026, -0.035, 0.028, -0.082, 0.073
8551.498151, 0.032, 0.021, -0.047, 0.024, -0.007, 0.026, -0.069, 0.068
8552.500253, -0.029, 0.020, 0.016, 0.023, 0.008, 0.025, 0.055, 0.066
8553.489714, -0.021, 0.022, -0.032, 0.025, -0.048, 0.026, 0.007, 0.069
8554.491716, -0.002, 0.022, 0.012, 0.025, 0.014, 0.027, -0.017, 0.070
8555.506386, -0.019, 0.023, 0.026, 0.026, -0.009, 0.028, 0.017, 0.072
8556.495632, 0.019, 0.023, 0.002, 0.026, 0.020, 0.028, 0.033, 0.073
8557.477948, 0.032, 0.027, -0.041, 0.031, -0.031, 0.033, 0.014, 0.085
8558.467109, -0.060, 0.029, -0.015, 0.033, 0.063, 0.035, 0.164, 0.091
8564.503125, 0.047, 0.051, 0.078, 0.052, 0.115, 0.053, 0.180, 0.133
8565.504735, 0.063, 0.036, 0.061, 0.037, 0.078, 0.037, -0.017, 0.093
8566.506286, -0.001, 0.034, -0.071, 0.035, -0.128, 0.035, -0.072, 0.088
8567.818144, 0.055, 0.064, 0.105, 0.054, 0.034, 0.053, 0.022, 0.122
8568.476918, 0.056, 0.052, 0.016, 0.043, 0.096, 0.042, 0.153, 0.100
8569.510605, 0.007, 0.044, 0.013, 0.038, -0.008, 0.037, 0.076, 0.084
8570.544218, -0.032, 0.042, -0.014, 0.035, -0.102, 0.034, -0.002, 0.080
8571.513159, 0.027, 0.042, 0.082, 0.035, 0.061, 0.034, 0.118, 0.079
8572.482090, -0.014, 0.042, -0.001, 0.035, 0.068, 0.034, -0.080, 0.081
8573.483278, 0.132, 0.040, 0.036, 0.033, -0.044, 0.032, -0.076, 0.074
8574.839645, -0.025, 0.063, 0.033, 0.061, -0.180, 0.064, -0.144, 0.153
8576.712607, 0.107, 0.119, 0.062, 0.117, -0.001, 0.124, 0.286, 0.313
8577.487599, 0.063, 0.052, 0.015, 0.050, 0.011, 0.052, 0.250, 0.131
8578.488611, -0.023, 0.045, -0.081, 0.041, -0.107, 0.044, -0.052, 0.112
8579.489602, 0.044, 0.032, 0.040, 0.031, -0.053, 0.033, -0.083, 0.084
8580.490596, 0.020, 0.031, 0.010, 0.030, 0.043, 0.032, -0.041, 0.081
8581.491593, -0.096, 0.045, -0.067, 0.043, -0.022, 0.046, 0.143, 0.117
8582.492642, -0.015, 0.040, -0.018, 0.039, -0.096, 0.041, -0.026, 0.104
8583.517440, -0.055, 0.026, -0.047, 0.024, -0.054, 0.025, -0.041, 0.064
8584.495006, -0.022, 0.028, -0.008, 0.027, -0.039, 0.028, -0.203, 0.072
8585.488571, -0.023, 0.029, -0.010, 0.028, 0.046, 0.029, 0.141, 0.074
8586.498284, -0.039, 0.030, 0.030, 0.028, -0.030, 0.029, 0.021, 0.075
8589.498550, 0.045, 0.030, -0.012, 0.027, 0.019, 0.028, -0.105, 0.068
8590.500664, -0.024, 0.028, 0.039, 0.026, 0.023, 0.027, -0.099, 0.067
8591.502445, 0.026, 0.032, 0.064, 0.028, 0.049, 0.029, -0.055, 0.071
8592.494189, 0.067, 0.040, 0.046, 0.035, -0.056, 0.036, -0.152, 0.086
8593.505303, 0.006, 0.045, 0.069, 0.040, -0.005, 0.041, -0.130, 0.098
8594.495703, 0.038, 0.035, -0.021, 0.032, -0.035, 0.034, -0.059, 0.081
8595.485953, 0.004, 0.035, 0.050, 0.032, 0.006, 0.034, 0.009, 0.082
8596.476074, 0.031, 0.033, 0.030, 0.030, -0.046, 0.032, 0.115, 0.078
8597.488331, -0.004, 0.032, -0.034, 0.029, -0.023, 0.031, -0.077, 0.075
8598.497994, -0.024, 0.030, -0.015, 0.027, -0.022, 0.029, 0.067, 0.069
8599.490198, 0.011, 0.031, 0.006, 0.028, 0.029, 0.029, 0.080, 0.069
8600.511035, -0.063, 0.034, -0.026, 0.031, -0.046, 0.031, 0.043, 0.073
8601.491684, 0.003, 0.029, -0.116, 0.026, -0.011, 0.027, -0.096, 0.064
8602.867190, 0.105, 0.055, -0.017, 0.047, -0.018, 0.047, -0.167, 0.107
8603.492877, -0.071, 0.041, -0.132, 0.034, -0.068, 0.035, -0.137, 0.082
8604.545355, -0.084, 0.031, -0.044, 0.026, -0.004, 0.027, 0.047, 0.063
8605.500912, -0.008, 0.031, -0.047, 0.026, -0.034, 0.026, 0.026, 0.061
8606.501259, -0.014, 0.031, 0.012, 0.026, -0.030, 0.026, 0.035, 0.061
8607.494725, -0.062, 0.034, -0.051, 0.028, 0.009, 0.029, -0.086, 0.066
8608.501919, -0.022, 0.039, 0.002, 0.033, 0.054, 0.033, -0.025, 0.076
8609.502217, -0.039, 0.041, -0.020, 0.034, 0.051, 0.035, -0.008, 0.081
8610.502507, -0.032, 0.045, -0.023, 0.038, -0.045, 0.038, -0.080, 0.089
8611.180122, 0.256, 0.114, -0.136, 0.097, 0.009, 0.099, 0.119, 0.230
8615.755117, -0.096, 0.085, -0.053, 0.068, -0.055, 0.067, -0.040, 0.148
8616.529427, -0.093, 0.074, -0.000, 0.059, -0.142, 0.059, 0.042, 0.138
8617.884432, -0.125, 0.069, 0.059, 0.070, -0.021, 0.072, -0.013, 0.171
8618.432864, 0.033, 0.033, 0.054, 0.034, 0.013, 0.035, -0.061, 0.088
8619.465169, -0.041, 0.028, 0.025, 0.029, 0.028, 0.030, 0.091, 0.074
8620.497428, -0.071, 0.027, -0.073, 0.028, -0.112, 0.029, 0.075, 0.072
8621.497383, -0.007, 0.034, -0.041, 0.034, -0.055, 0.034, -0.015, 0.084
8622.497296, 0.071, 0.027, 0.022, 0.028, -0.015, 0.029, 0.027, 0.075
8623.497163, 0.065, 0.031, 0.073, 0.032, -0.007, 0.033, 0.039, 0.082
8624.496985, 0.036, 0.030, 0.057, 0.031, -0.003, 0.032, -0.026, 0.080
8625.496755, 0.030, 0.031, 0.014, 0.031, 0.004, 0.033, -0.128, 0.081
8626.496476, 0.025, 0.053, 0.029, 0.046, -0.042, 0.046, -0.063, 0.105
8627.496153, -0.108, 0.098, -0.076, 0.060, -0.026, 0.055, -0.085, 0.116
8628.495789, 0.126, 0.065, 0.151, 0.051, 0.099, 0.049, -0.087, 0.110
8629.495398, -0.014, 0.061, 0.135, 0.050, 0.070, 0.049, 0.121, 0.109
8630.494976, 0.039, 0.029, 0.014, 0.030, 0.054, 0.031, 0.047, 0.078
8631.849204, -0.129, 0.067, -0.037, 0.065, -0.091, 0.072, -0.275, 0.181
8632.494078, -0.006, 0.033, -0.070, 0.032, -0.049, 0.035, -0.051, 0.086
8633.493656, -0.072, 0.038, -0.072, 0.036, -0.087, 0.038, 0.032, 0.094
8634.493255, -0.085, 0.031, -0.092, 0.029, -0.058, 0.031, 0.019, 0.075
8635.492963, -0.043, 0.026, -0.022, 0.025, 0.016, 0.027, 0.050, 0.064
8636.517621, 0.020, 0.031, 0.012, 0.030, 0.011, 0.032, 0.053, 0.078
8637.486022, 0.036, 0.032, 0.028, 0.030, 0.046, 0.032, -0.070, 0.077
8638.512034, 0.027, 0.029, 0.009, 0.027, 0.060, 0.029, -0.078, 0.070
8639.494538, -0.011, 0.027, 0.026, 0.025, 0.029, 0.027, -0.016, 0.064
8640.513250, -0.013, 0.026, 0.032, 0.024, 0.023, 0.026, -0.008, 0.063
8641.496962, 0.028, 0.026, -0.027, 0.025, -0.035, 0.027, 0.077, 0.066
8642.512872, -0.002, 0.026, -0.026, 0.024, 0.034, 0.026, -0.062, 0.063
8643.489111, 0.005, 0.034, -0.025, 0.032, -0.018, 0.034, 0.139, 0.083
8644.801690, -0.047, 0.040, 0.036, 0.041, -0.072, 0.043, 0.012, 0.111
8645.499430, 0.010, 0.027, -0.001, 0.028, -0.030, 0.030, 0.088, 0.077
8646.509877, -0.025, 0.024, -0.001, 0.025, 0.053, 0.027, 0.016, 0.071
8647.499153, 0.005, 0.024, 0.010, 0.025, 0.023, 0.028, 0.019, 0.072
8648.507925, 0.022, 0.024, 0.005, 0.025, 0.023, 0.027, -0.048, 0.071
8649.498197, 0.027, 0.022, 0.006, 0.023, 0.052, 0.025, -0.002, 0.065
8650.517675, -0.019, 0.023, -0.027, 0.024, 0.060, 0.025, -0.003, 0.065
8651.504646, -0.007, 0.023, -0.025, 0.023, 0.012, 0.025, 0.080, 0.063
8652.503481, 0.014, 0.022, -0.038, 0.022, -0.059, 0.024, -0.069, 0.060
8653.502271, -0.038, 0.024, -0.017, 0.024, -0.041, 0.025, -0.017, 0.064
8654.501029, -0.027, 0.023, -0.021, 0.023, 0.035, 0.024, -0.079, 0.061
8655.499746, 0.018, 0.024, -0.006, 0.024, -0.015, 0.025, -0.013, 0.063
8656.498410, -0.006, 0.023, 0.006, 0.023, -0.010, 0.024, -0.074, 0.061
8657.490158, -0.015, 0.024, -0.027, 0.024, 0.001, 0.025, -0.161, 0.063
8658.830480, -0.047, 0.048, -0.119, 0.042, -0.059, 0.045, 0.062, 0.110
8659.474731, -0.021, 0.034, 0.008, 0.029, 0.006, 0.031, -0.132, 0.075
8660.492772, 0.004, 0.036, 0.016, 0.031, 0.015, 0.032, 0.122, 0.078
8661.459089, 0.072, 0.041, 0.135, 0.036, -0.023, 0.037, -0.190, 0.090
8662.264329, 0.115, 0.059, 0.087, 0.051, 0.075, 0.054, -0.011, 0.129
8666.863125, -0.040, 0.070, -0.019, 0.065, -0.023, 0.070, -0.181, 0.173
8667.507164, 0.143, 0.041, 0.150, 0.039, 0.060, 0.042, 0.115, 0.103
8668.505387, 0.073, 0.032, 0.082, 0.030, 0.042, 0.033, 0.004, 0.081
8669.503565, 0.067, 0.032, 0.009, 0.030, -0.039, 0.032, -0.119, 0.079
8670.501687, 0.100, 0.027, 0.056, 0.025, -0.055, 0.028, -0.102, 0.069
8671.506603, 0.042, 0.026, 0.017, 0.024, 0.036, 0.026, 0.062, 0.067
8672.851865, 0.039, 0.061, -0.137, 0.060, -0.019, 0.061, -0.090, 0.150
8673.495686, 0.051, 0.043, -0.000, 0.042, 0.124, 0.043, 0.202, 0.106
8674.493529, -0.025, 0.034, -0.027, 0.033, -0.052, 0.034, -0.073, 0.085
8675.511129, 0.023, 0.036, -0.005, 0.036, 0.005, 0.037, 0.006, 0.093
8676.489005, 0.034, 0.030, 0.022, 0.030, 0.040, 0.031, 0.118, 0.078
8677.229220, -0.012, 0.057, 0.035, 0.057, -0.107, 0.059, -0.109, 0.148
8681.798252, -0.069, 0.150, -0.001, 0.151, -0.016, 0.159, 0.399, 0.420
8682.495003, -0.032, 0.059, 0.087, 0.057, 0.082, 0.058, 0.171, 0.143
8683.524901, 0.104, 0.068, 0.131, 0.068, 0.036, 0.070, 0.168, 0.171
8684.500663, -0.025, 0.041, -0.049, 0.041, -0.015, 0.043, -0.158, 0.110
8685.272797, 0.120, 0.063, 0.076, 0.063, 0.008, 0.067, -0.333, 0.173
8686.800187, 0.084, 0.073, -0.073, 0.076, -0.100, 0.082, -0.316, 0.214
8687.493050, -0.070, 0.026, 0.061, 0.026, 0.020, 0.028, -0.064, 0.072
8688.508124, -0.045, 0.027, -0.018, 0.027, 0.007, 0.029, 0.110, 0.073
8689.489138, 0.021, 0.028, 0.013, 0.028, -0.018, 0.029, -0.073, 0.073
8690.487723, 0.017, 0.025, 0.043, 0.025, -0.049, 0.026, -0.016, 0.064
8691.486553, -0.008, 0.023, 0.010, 0.023, -0.006, 0.024, -0.165, 0.059
8692.501309, 0.007, 0.036, -0.049, 0.037, 0.047, 0.039, -0.067, 0.098
8693.507686, 0.096, 0.059, -0.027, 0.060, 0.000, 0.064, 0.160, 0.161
8694.527858, -0.061, 0.060, -0.009, 0.062, -0.011, 0.066, -0.108, 0.165
8695.492611, 0.003, 0.066, -0.015, 0.067, -0.064, 0.072, 0.335, 0.179
8696.521562, 0.025, 0.069, -0.076, 0.070, 0.073, 0.075, 0.086, 0.187
8697.743327, 0.052, 0.068, 0.048, 0.069, -0.061, 0.075, 0.222, 0.188
8698.418459, -0.079, 0.068, -0.090, 0.071, 0.090, 0.077, 0.140, 0.199
8699.479322, -0.003, 0.038, -0.059, 0.039, 0.051, 0.043, 0.112, 0.107
8700.797280, 0.087, 0.073, -0.008, 0.057, 0.046, 0.057, -0.220, 0.133
8701.440158, 0.041, 0.050, 0.062, 0.040, 0.011, 0.040, -0.083, 0.096
8702.565171, -0.098, 0.051, -0.030, 0.040, -0.055, 0.040, -0.019, 0.093
8703.497304, 0.087, 0.048, -0.007, 0.038, -0.004, 0.038, -0.014, 0.088
8704.493675, -0.078, 0.046, 0.079, 0.036, 0.049, 0.036, 0.248, 0.083
8705.457872, 0.021, 0.046, 0.056, 0.036, 0.017, 0.036, -0.060, 0.083
8706.486323, 0.049, 0.040, 0.019, 0.032, 0.010, 0.032, -0.179, 0.073
8707.514744, 0.090, 0.046, -0.001, 0.036, -0.009, 0.036, 0.011, 0.083
8708.510998, 0.047, 0.043, 0.024, 0.034, -0.018, 0.034, -0.071, 0.078
8709.507233, 0.018, 0.049, -0.002, 0.039, -0.004, 0.039, -0.125, 0.089
8710.503450, 0.000, 0.055, -0.020, 0.044, -0.099, 0.044, -0.170, 0.102
8711.499640, 0.058, 0.053, 0.119, 0.042, -0.042, 0.041, -0.062, 0.095
8712.463664, 0.005, 0.058, 0.048, 0.046, 0.051, 0.046, 0.200, 0.106
8717.694510, -0.013, 0.238, -0.137, 0.187, 0.414, 0.180, -0.332, 0.392
8718.786814, 0.198, 0.153, 0.391, 0.120, 0.096, 0.119, 0.356, 0.271
8719.589933, -0.223, 0.143, -0.191, 0.113, 0.108, 0.110, 0.102, 0.252
8720.720846, -0.108, 0.083, -0.026, 0.069, 0.033, 0.070, -0.164, 0.161
8721.825772, -0.012, 0.071, -0.066, 0.060, 0.117, 0.062, 0.055, 0.146
8722.487609, 0.001, 0.077, -0.001, 0.063, -0.089, 0.063, -0.052, 0.147
8723.483380, -0.007, 0.084, 0.017, 0.065, -0.038, 0.064, -0.147, 0.148
8724.511250, -0.029, 0.085, 0.014, 0.066, 0.014, 0.065, -0.072, 0.150
8725.506983, 0.001, 0.139, -0.039, 0.097, 0.023, 0.091, -0.109, 0.204
8726.502701, 0.015, 0.068, -0.011, 0.051, -0.023, 0.051, -0.087, 0.117
8727.498406, -0.128, 0.089, -0.008, 0.067, -0.002, 0.065, 0.366, 0.152
8728.891664, 0.342, 0.103, -0.098, 0.077, 0.074, 0.076, 0.210, 0.171
8729.489847, 0.083, 0.074, -0.007, 0.055, -0.035, 0.055, -0.159, 0.126
8730.485607, 0.067, 0.068, -0.069, 0.052, -0.078, 0.052, 0.174, 0.121
8731.513548, -0.082, 0.077, 0.005, 0.058, -0.002, 0.057, 0.026, 0.132
8732.509423, -0.055, 0.080, -0.060, 0.060, -0.044, 0.060, 0.208, 0.138
8733.505382, 0.063, 0.061, -0.009, 0.050, -0.031, 0.050, 0.069, 0.118
8734.447465, 0.021, 0.071, -0.046, 0.058, 0.053, 0.060, 0.214, 0.139
8735.838607, -0.033, 0.065, -0.075, 0.065, -0.088, 0.066, 0.031, 0.165
8736.544953, -0.071, 0.036, 0.049, 0.035, 0.060, 0.036, -0.074, 0.088
8737.499225, -0.060, 0.029, -0.018, 0.028, 0.055, 0.029, -0.038, 0.070
8738.495476, 0.037, 0.037, -0.023, 0.037, 0.018, 0.038, 0.085, 0.095
8739.492334, -0.042, 0.037, 0.028, 0.037, 0.106, 0.037, 0.036, 0.092
8740.802832, 0.024, 0.050, -0.021, 0.042, 0.024, 0.045, 0.023, 0.113
8741.477738, -0.035, 0.045, -0.057, 0.039, -0.002, 0.041, -0.165, 0.103
8742.570068, -0.050, 0.052, 0.080, 0.045, 0.053, 0.048, -0.080, 0.120
